user_id,session_count,any_booking_rate,any_booking_sum,flight_booking_rate,hotel_booking_rate,bundle_booking_rate,cancellation_rate,cancellation_sum,browse_only_rate,completed_booking_rate,flight_discount_rate,hotel_discount_rate,avg_flight_discount_amt,avg_hotel_discount_amt,avg_base_fare_usd,avg_hotel_per_room_usd,avg_discount_savings_pct,avg_total_discount_dollars,return_flight_rate,avg_trip_duration_days,avg_seats,avg_rooms,avg_checked_bags,avg_nights,solo_rate,international_rate,avg_page_clicks,sum_page_clicks,avg_session_duration_min,avg_lead_time_days,avg_session_spend,total_spend,completed_flight_count,completed_hotel_count,avg_flight_discount_completed,avg_hotel_discount_completed,avg_fare_completed,avg_hotel_rate_completed,avg_nights_completed,distinct_airlines,gender,married,has_children,home_country,home_city,home_airport,home_airport_lat,home_airport_lon,user_age,tenure_days,recency_days,is_bundle_dominant,engagement_score,engagement_q,discount_q,flyer_type,final_segment,final_segment_description,final_segment_headline_perks
153982,8,0.375,3,0.375,0.375,0.375,0.0,0,0.625,0.375,0.0,0.125,0.0,0.01875,218.95666666666662,207.0,0.0,0.0,1.0,2.6666666666666665,1.0,1.0,0.3333333333333333,2.3333333333333335,1.0,0.6666666666666666,18.75,150,2.308333333333333,9.127546296296297,652.9566666666667,1958.8700000000001,3,3,,0.15,218.95666666666662,207.0,2.3333333333333335,2,f,False,True,canada,toronto,ykz,43.862,-79.37,44.95277207392197,466,8,False,43.28124999999999,Q3,Q1 (low),International (>50%),0,Engaged mainstream bookers,Loyalty/points programme + bundle free-night + free checked bag
160754,8,0.125,1,0.125,0.125,0.125,0.0,0,0.875,0.125,0.0,0.0,0.0,0.0,93.62,214.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,10.75,86,1.3479166666666667,11.751388888888888,735.62,735.62,1,1,,,93.62,214.0,3.0,1,f,True,True,usa,new york,lga,40.777,-73.872,45.64271047227926,459,32,False,14.490104166666667,Q1 (low),Q1 (low),International (>50%),1,Light / occasional mainstream bookers,Time-limited comeback discount + low-cost sweetener (meal/bag)
164522,8,0.125,1,0.125,0.125,0.125,0.0,0,0.875,0.125,0.25,0.125,0.0125,0.00625,328.32,233.0,0.004572294391586265,2.052,1.0,15.0,1.0,1.0,1.0,14.0,1.0,0.0,11.125,89,1.3895833333333334,8.858333333333333,3590.32,3590.32,1,1,0.05,0.05,328.32,233.0,14.0,1,f,True,False,usa,kansas city,mci,39.297,-94.714,47.723477070499655,455,14,False,15.459114583333333,Q1 (low),Q3,Domestic,1,Light / occasional mainstream bookers,Time-limited comeback discount + low-cost sweetener (meal/bag)
171470,8,0.375,3,0.375,0.25,0.25,0.25,2,0.625,0.125,0.375,0.25,0.037500000000000006,0.025,3679.3566666666666,,0.09999999999999999,137.975875,1.0,14.333333333333334,1.3333333333333333,,0.3333333333333333,,0.6666666666666666,1.0,55.75,446,30.708333333333336,181.37768904320987,3679.3566666666666,11038.07,1,0,0.1,,2878.25,,,1,f,False,False,usa,atlanta,atl,33.64,-84.427,23.871321013004792,449,18,False,1711.9895833333335,Q4 (high),Q4 (high),International (>50%),2,Premium far-advance planners,No cancellation fees / free changes + premium service
174997,8,0.375,3,0.375,0.375,0.375,0.125,1,0.625,0.25,0.125,0.375,0.0125,0.04375,1075.4966666666667,112.0,0.03333333333333333,32.95075,1.0,5.0,1.3333333333333333,1.0,0.3333333333333333,2.5,0.6666666666666666,0.3333333333333333,31.5,252,16.529166666666665,9.652353395061729,1270.1633333333332,3810.49,2,2,,0.125,295.215,112.0,2.5,2,f,False,False,usa,grand rapids,grr,42.881,-85.523,31.73990417522245,445,13,False,520.6687499999999,Q4 (high),Q2,Domestic,5,High-engagement budget deal-hunters,Members-only discounts/flash deals + bundle + accelerated points
175032,9,0.3333333333333333,3,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.0,0,0.6666666666666666,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.03333333333333333,0.022222222222222223,554.625,139.0,0.049999999999999996,40.266666666666666,1.0,3.5,2.0,2.0,0.5,4.333333333333333,0.3333333333333333,0.0,14.11111111111111,127,1.738888888888889,5.881597222222222,1571.75,4715.25,2,3,0.3,0.1,554.625,139.0,4.333333333333333,2,f,False,False,usa,houston,iah,29.98,-95.34,28.72826830937714,445,8,False,24.537654320987656,Q2,Q1 (low),Domestic,0,Engaged mainstream bookers,Loyalty/points programme + bundle free-night + free checked bag
181157,8,0.375,3,0.375,0.375,0.375,0.0,0,0.625,0.375,0.25,0.125,0.04375,0.01875,346.47666666666663,162.33333333333334,0.027711336939590908,15.9005625,1.0,4.666666666666667,2.0,2.0,1.0,3.6666666666666665,0.6666666666666666,0.0,19.125,153,2.3520833333333333,5.941666666666666,2054.143333333333,6162.429999999999,3,3,0.175,0.15,346.47666666666663,162.33333333333334,3.6666666666666665,3,f,True,False,usa,houston,hou,29.645,-95.279,52.96646132785763,440,21,False,44.98359375,Q3,Q3,Domestic,0,Engaged mainstream bookers,Loyalty/points programme + bundle free-night + free checked bag
182191,8,0.125,1,0.125,0.125,0.125,0.125,1,0.875,0.0,0.125,0.25,0.0125,0.025,537.67,,0.1,6.7208749999999995,1.0,16.0,2.0,,1.0,,0.0,0.0,18.5,148,11.09646615,18.68988425925926,537.67,537.67,0,0,,0.1,,,,0,f,False,True,usa,phoenix,phx,33.434,-112.008,18.833675564681723,439,24,False,205.284623775,Q4 (high),Q2,No flights booked,5,High-engagement budget deal-hunters,Members-only discounts/flash deals + bundle + accelerated points
187212,8,0.375,3,0.375,0.375,0.375,0.0,0,0.625,0.375,0.125,0.125,0.04999999999999999,0.0125,414.19000000000005,217.33333333333334,0.0,0.0,1.0,3.3333333333333335,1.0,1.0,0.6666666666666666,3.0,1.0,0.3333333333333333,16.0,128,1.9791666666666667,8.684953703703703,932.8566666666666,2798.5699999999997,3,3,0.3999999999999999,0.1,414.19000000000005,217.33333333333334,3.0,3,f,True,True,usa,los angeles,lax,33.942,-118.408,54.43394934976044,434,49,False,31.666666666666668,Q3,Q2,Domestic,0,Engaged mainstream bookers,Loyalty/points programme + bundle free-night + free checked bag
189676,8,0.25,2,0.125,0.25,0.125,0.0,0,0.75,0.25,0.125,0.0,0.01875,0.0,1244.31,180.5,0.0,0.0,1.0,6.0,3.0,2.0,2.0,9.5,0.5,0.0,11.625,93,1.4395833333333332,4.507638888888889,3353.6549999999997,6707.3099999999995,1,2,0.15,,1244.31,180.5,9.5,1,f,False,True,usa,fort worth,ftw,32.82,-97.362,35.5482546201232,432,86,False,16.73515625,Q1 (low),Q2,Domestic,0,Engaged mainstream bookers,Loyalty/points programme + bundle free-night + free checked bag
190866,9,0.5555555555555556,5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0,0,0.4444444444444444,0.5555555555555556,0.0,0.1111111111111111,0.0,0.005555555555555556,416.2,169.2,0.0,0.0,1.0,3.2,1.0,1.0,0.4,2.8,1.0,0.2,20.666666666666668,186,2.564814814814815,7.745138888888889,857.2,4286.0,5,5,,0.05,416.2,169.2,2.8,3,f,False,False,usa,tallahassee,tlh,30.396,-84.35,36.84325804243669,431,25,True,53.00617283950618,Q4 (high),Q1 (low),Domestic,0,Engaged mainstream bookers,Loyalty/points programme + bundle free-night + free checked bag
195192,8,0.125,1,0.125,0.125,0.125,0.0,0,0.875,0.125,0.125,0.125,0.0125,0.0125,394.29,160.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,28.125,225,3.472916666666667,15.46875,714.29,714.29,1,1,0.1,0.1,394.29,160.0,1.0,1,f,False,False,usa,chicago,mdw,41.786,-87.752,27.854893908281998,427,60,False,97.67578125,Q4 (high),Q2,Domestic,0,Engaged mainstream bookers,Loyalty/points programme + bundle free-night + free checked bag
204943,8,0.875,7,0.875,0.875,0.875,0.125,1,0.125,0.75,0.375,0.125,0.05,0.0125,475.96571428571434,191.57142857142858,0.016605827074514485,73.82712500000001,1.0,8.285714285714286,1.4285714285714286,1.4285714285714286,1.2857142857142858,7.714285714285714,0.7142857142857143,0.8571428571428571,36.5,292,17.391666666666666,56.39701058201058,2587.2514285714287,18110.760000000002,6,6,0.15000000000000002,,473.52833333333336,175.83333333333334,6.0,6,m,False,False,canada,ottawa,yow,45.323,-75.669,40.60506502395619,418,0,True,634.7958333333333,Q4 (high),Q4 (high),International (>50%),2,Premium far-advance planners,No cancellation fees / free changes + premium service
204997,8,0.625,5,0.625,0.5,0.5,0.25,2,0.375,0.375,0.375,0.5,0.05625,0.05,991.126,152.25,0.07477467745551639,128.500625,1.0,6.6,1.6,1.5,0.6,5.5,0.4,0.2,54.875,439,23.319632504166666,14.843125,2079.7259999999997,10398.63,3,2,0.25,0.1,323.91,77.0,4.0,2,f,True,False,usa,kansas city,mci,39.297,-94.714,37.921971252566735,418,18,True,1279.6648336661458,Q4 (high),Q4 (high),Domestic,5,High-engagement budget deal-hunters,Members-only discounts/flash deals + bundle + accelerated points
205044,9,0.3333333333333333,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0,0.6666666666666666,0.3333333333333333,0.1111111111111111,0.0,0.005555555555555556,0.0,916.1166666666667,249.33333333333334,0.0055525435980843954,3.0725,1.0,5.666666666666667,2.0,2.0,0.3333333333333333,5.333333333333333,0.3333333333333333,1.0,14.88888888888889,134,1.838888888888889,6.660185185185186,3036.7833333333333,9110.35,3,3,0.05,,916.1166666666667,249.33333333333334,5.333333333333333,3,f,True,True,canada,toronto,ykz,43.862,-79.37,39.92607802874743,418,51,False,27.379012345679016,Q2,Q1 (low),International (>50%),0,Engaged mainstream bookers,Loyalty/points programme + bundle free-night + free checked bag
206011,8,0.5,4,0.5,0.375,0.375,0.0,0,0.5,0.5,0.125,0.25,0.00625,0.05,261.64750000000004,113.33333333333333,0.010502349044978435,2.72725,1.0,3.25,1.0,1.0,0.25,3.3333333333333335,1.0,0.0,19.5,156,2.435416666666667,6.203993055555555,579.3975,2317.59,4,3,0.05,0.2,261.64750000000004,113.33333333333333,3.3333333333333335,4,f,False,True,usa,kansas city,mci,39.297,-94.714,38.98151950718686,417,20,False,47.490625,Q3,Q2,Domestic,0,Engaged mainstream bookers,Loyalty/points programme + bundle free-night + free checked bag
216796,8,0.25,2,0.25,0.25,0.25,0.125,1,0.75,0.125,0.5,0.25,0.07500000000000001,0.025,2500.87,241.0,0.11067869530869373,142.5505625,1.0,11.0,2.0,1.0,2.0,11.0,0.0,1.0,15.625,125,8.188807366666667,194.64082175925927,5151.87,10303.74,1,1,0.16666666666666666,0.1,2500.87,241.0,11.0,1,f,False,False,usa,cincinnati,cvg,39.046,-84.662,22.053388090349078,408,137,False,127.95011510416668,Q4 (high),Q4 (high),International (>50%),2,Premium far-advance planners,No cancellation fees / free changes + premium service
217114,9,0.0,0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.1111111111111111,0.3333333333333333,0.005555555555555556,0.05,,,,0.0,,,,,,,,,6.555555555555555,59,0.8314814814814815,,,0.0,0,0,0.05,0.15,,,,0,o,True,True,usa,long beach,lgb,33.818,-118.151,19.16769336071184,407,32,False,5.45082304526749,Q1 (low),Q1 (low),No flights booked,3,Browse-only non-bookers,Bold time-limited first-booking offer + risk removal
217136,8,0.25,2,0.125,0.25,0.125,0.0,0,0.75,0.25,0.25,0.0,0.04375,0.0,539.57,236.5,0.0,0.0,1.0,3.0,1.0,1.0,0.0,2.5,1.0,0.0,13.25,106,1.65625,7.8180555555555555,789.2850000000001,1578.5700000000002,1,2,0.175,,539.57,236.5,2.5,1,f,False,True,usa,little rock,lit,34.729,-92.224,38.27789185489391,407,75,False,21.9453125,Q2,Q3,Domestic,1,Light / occasional mainstream bookers,Time-limited comeback discount + low-cost sweetener (meal/bag)
220725,9,0.5555555555555556,5,0.5555555555555556,0.4444444444444444,0.4444444444444444,0.1111111111111111,1,0.4444444444444444,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.027777777777777776,0.01666666666666667,484.584,125.0,0.019999999999999997,11.052777777777777,1.0,5.8,1.0,1.0,0.2,4.75,1.0,0.0,35.111111111111114,316,15.814814814814817,5.503527777777778,952.984,4764.92,4,3,0.15,0.05,494.5425,130.0,4.666666666666667,4,f,False,False,usa,stockton,sck,37.894,-121.239,40.002737850787135,404,51,False,555.2757201646092,Q4 (high),Q3,Domestic,5,High-engagement budget deal-hunters,Members-only discounts/flash deals + bundle + accelerated points
224996,8,0.25,2,0.25,0.125,0.125,0.0,0,0.75,0.25,0.0,0.125,0.0,0.0125,448.805,231.0,0.0,0.0,1.0,2.5,1.0,1.0,0.0,1.0,1.0,0.5,12.75,102,1.5770833333333334,8.803819444444445,564.3050000000001,1128.6100000000001,2,1,,0.1,448.805,231.0,1.0,2,f,False,True,canada,halifax,yhz,44.881,-63.509,42.392881587953454,401,78,False,20.1078125,Q2,Q1 (low),International (>50%),1,Light / occasional mainstream bookers,Time-limited comeback discount + low-cost sweetener (meal/bag)
226367,8,0.375,3,0.375,0.375,0.375,0.0,0,0.625,0.375,0.125,0.0,0.00625,0.0,296.4033333333333,253.0,0.0009626639480720978,0.7011250000000001,1.0,3.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.6666666666666665,0.6666666666666666,0.0,14.25,114,1.7583333333333333,7.43287037037037,1272.4033333333334,3817.21,3,3,0.05,,296.4033333333333,253.0,2.6666666666666665,3,f,False,False,usa,washington,iad,38.944,-77.456,42.76796714579056,399,32,False,25.05625,Q2,Q2,Domestic,0,Engaged mainstream bookers,Loyalty/points programme + bundle free-night + free checked bag
228195,9,0.0,0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.1111111111111111,0.0,0.022222222222222223,0.0,,,,0.0,,,,,,,,,12.88888888888889,116,1.5962962962962963,,,0.0,0,0,0.2,,,,,0,f,False,True,usa,los angeles,lax,33.942,-118.408,26.417522245037645,398,57,False,20.57448559670782,Q2,Q1 (low),No flights booked,3,Browse-only non-bookers,Bold time-limited first-booking offer + risk removal
228872,8,0.25,2,0.125,0.25,0.125,0.0,0,0.75,0.25,0.125,0.0,0.04375,0.0,509.21,94.0,0.0,0.0,1.0,6.0,1.0,1.0,1.0,7.0,1.0,0.0,15.75,126,1.9666666666666668,5.363194444444445,934.605,1869.21,1,2,0.35,,509.21,94.0,7.0,1,m,False,False,usa,san antonio,rnd,29.529,-98.279,34.351813826146476,397,12,False,30.975,Q3,Q2,Domestic,1,Light / occasional mainstream bookers,Time-limited comeback discount + low-cost sweetener (meal/bag)
229108,8,0.25,2,0.25,0.125,0.125,0.125,1,0.75,0.125,0.375,0.375,0.0625,0.0375,438.61,,0.05,5.4826250000000005,1.0,7.0,1.0,,0.0,,1.0,0.0,40.125,321,16.870833333333334,148.8250115740741,438.61,877.22,1,0,0.2,0.1,438.61,,,1,f,False,False,usa,burlington,btv,44.472,-73.153,25.169062286105408,397,81,False,676.9421875,Q4 (high),Q4 (high),Domestic,2,Premium far-advance planners,No cancellation fees / free changes + premium service
229330,7,0.42857142857142855,3,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.0,0,0.5714285714285714,0.42857142857142855,0.0,0.14285714285714285,0.0,0.014285714285714287,347.5333333333333,224.33333333333334,0.0,0.0,1.0,4.0,1.6666666666666667,1.6666666666666667,0.0,2.6666666666666665,0.3333333333333333,0.0,13.857142857142858,97,1.7119047619047618,8.020138888888889,1718.8666666666668,5156.6,3,3,,0.1,347.5333333333333,224.33333333333334,2.6666666666666665,3,f,True,False,usa,colorado springs,cos,38.806,-104.7,46.718685831622174,397,11,False,23.722108843537416,Q2,Q1 (low),Domestic,0,Engaged mainstream bookers,Loyalty/points programme + bundle free-night + free checked bag
249521,8,0.25,2,0.125,0.25,0.125,0.0,0,0.75,0.25,0.125,0.375,0.025,0.05,642.02,141.5,0.05,2.7,1.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,18.875,151,2.34375,8.819444444444445,604.01,1208.02,1,2,0.2,0.13333333333333333,642.02,141.5,2.0,1,f,True,True,canada,ottawa,yow,45.323,-75.669,59.01437371663244,379,24,False,44.23828125,Q3,Q2,Domestic,1,Light / occasional mainstream bookers,Time-limited comeback discount + low-cost sweetener (meal/bag)
252835,8,0.625,5,0.625,0.5,0.5,0.0,0,0.375,0.625,0.125,0.125,0.0375,0.00625,335.31,132.75,0.034605879846612696,7.614375,1.0,4.2,1.0,1.0,0.6,3.25,1.0,0.2,14.625,117,1.8041666666666667,7.943194444444444,675.71,3378.55,5,4,0.3,0.05,335.31,132.75,3.25,4,f,False,True,usa,chicago,ord,41.979,-87.904,37.51950718685831,376,18,True,26.3859375,Q2,Q2,Domestic,0,Engaged mainstream bookers,Loyalty/points programme + bundle free-night + free checked bag
258451,8,0.25,2,0.125,0.25,0.125,0.125,1,0.75,0.125,0.25,0.125,0.03125,0.0125,,178.0,0.05,28.925,,,,1.0,,13.0,1.0,1.0,20.875,167,3.6645833333333333,,2314.0,4628.0,0,1,0.15,,,178.0,13.0,0,f,False,False,usa,miami,opf,25.907,-80.278,22.63107460643395,372,41,False,76.49817708333333,Q4 (high),Q3,No flights booked,4,International long-stay hotel users,Bundle free-night to win the flight leg + long-stay rewards
264470,8,0.25,2,0.25,0.25,0.25,0.0,0,0.75,0.25,0.125,0.125,0.00625,0.0125,436.51,200.0,0.01687536270702201,4.7253125,1.0,5.5,1.0,1.0,0.5,5.0,1.0,0.0,14.75,118,1.85,8.557638888888889,1545.51,3091.02,2,2,0.05,0.1,436.51,200.0,5.0,2,f,False,True,usa,bakersfield,bfl,35.433,-119.057,44.72826830937714,367,54,False,27.2875,Q2,Q2,Domestic,0,Engaged mainstream bookers,Loyalty/points programme + bundle free-night + free checked bag
276512,8,0.125,1,0.125,0.125,0.125,0.0,0,0.875,0.125,0.25,0.25,0.03125,0.03125,395.69,100.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,12.25,98,1.5229166666666667,10.19513888888889,595.69,595.69,1,1,0.125,0.125,395.69,100.0,2.0,1,f,True,True,usa,austin,aus,30.194,-97.67,40.91991786447639,357,63,False,18.655729166666667,Q1 (low),Q3,Domestic,1,Light / occasional mainstream bookers,Time-limited comeback discount + low-cost sweetener (meal/bag)
281952,8,0.25,2,0.25,0.25,0.25,0.0,0,0.75,0.25,0.0,0.125,0.0,0.01875,342.36,131.5,0.03533148074632791,3.3375,1.0,2.0,1.0,1.0,1.5,1.5,1.0,0.5,19.75,158,2.439583333333333,7.670138888888889,516.36,1032.72,2,2,,0.15,342.36,131.5,1.5,2,f,False,False,usa,louisville,lou,38.228,-85.664,36.511978097193705,352,20,False,48.18177083333333,Q3,Q1 (low),International (>50%),1,Light / occasional mainstream bookers,Time-limited comeback discount + low-cost sweetener (meal/bag)
283325,8,0.25,2,0.125,0.25,0.125,0.0,0,0.75,0.25,0.25,0.125,0.018750000000000003,0.0125,453.27,360.5,0.0073385746712560755,5.665875,1.0,6.0,1.0,1.5,0.0,3.5,0.5,1.0,14.25,114,1.7604166666666665,5.522222222222222,1932.135,3864.27,1,2,0.07500000000000001,0.1,453.27,360.5,3.5,1,f,True,False,usa,dallas,dal,32.847,-96.852,50.20396988364134,351,36,False,25.085937499999996,Q2,Q3,International (>50%),1,Light / occasional mainstream bookers,Time-limited comeback discount + low-cost sweetener (meal/bag)
290123,8,0.75,6,0.75,0.625,0.625,0.0,0,0.25,0.75,0.0,0.0,0.0,0.0,739.4549999999999,243.6,0.0,0.0,0.8333333333333334,2.8,1.6666666666666667,1.8,1.0,3.6,0.5,0.3333333333333333,21.375,171,2.6354166666666665,6.892013888888889,1684.7883333333332,10108.73,6,5,,,739.4549999999999,243.6,3.6,5,f,True,False,usa,houston,hou,29.645,-95.279,40.3066392881588,345,14,True,56.33203125,Q4 (high),Q1 (low),Domestic,0,Engaged mainstream bookers,Loyalty/points programme + bundle free-night + free checked bag
297546,8,0.625,5,0.5,0.625,0.5,0.0,0,0.375,0.625,0.0,0.125,0.0,0.00625,415.18,106.0,0.01,9.75,1.0,4.75,1.5,1.4,0.75,5.8,0.6,0.25,25.875,207,3.2145833333333336,5.534548611111111,1138.944,5694.72,4,5,,0.05,415.18,106.0,5.8,2,f,True,False,usa,new york,jfk,40.64,-73.779,50.64476386036961,339,21,True,83.17734375,Q4 (high),Q1 (low),Domestic,0,Engaged mainstream bookers,Loyalty/points programme + bundle free-night + free checked bag
298253,8,0.125,1,0.125,0.0,0.0,0.0,0,0.875,0.125,0.25,0.125,0.05625,0.01875,712.42,,0.0,0.0,1.0,2.0,1.0,,2.0,,1.0,0.0,12.25,98,1.5291666666666666,6.498611111111111,712.42,712.42,1,0,0.225,0.15,712.42,,,1,f,True,True,usa,los angeles,lax,33.942,-118.408,45.99041752224504,339,45,False,18.732291666666665,Q1 (low),Q3,Domestic,1,Light / occasional mainstream bookers,Time-limited comeback discount + low-cost sweetener (meal/bag)
